text,category
Tell me why my topup wouldn't go through?,top_up_failed
Why am I not able to withdraw cash from this ATM?,declined_cash_withdrawal
Where can I get a physical card?,order_physical_card
Does it cost anyting to get my own card?,order_physical_card
Help! I lost my card!,lost_or_stolen_card
Are you okay with exchanges to EUR?,fiat_currency_support
Are there specific ATM's I can use with this card?,atm_support
Is there any reason why my card didn't work when I tried to top up?,top_up_failed
"Hello, I have a question concerning an unfamiliar fee that I notice on my account. I see that you guys charge for ATM withdrawal. Never notice this fee until now. Can you please explain?",cash_withdrawal_charge
I think my card has been used by somebody else since I was never in the little town where some transactions on this bill have come from. Please stop this right away.,compromised_card
What is taking so long with my refund?,Refund_not_showing_up
The wrong account was used during a transaction.,cancel_transfer
"I desperately need to top-up my card, so why is it being declined? Can you solve this for me? I need to use my card immediately!",top_up_failed
"When I travel, can it automatically add money in certain intervals?",automatic_top_up
I am not in the UK can i get a card?,country_support
"My card's expiration is approaching, how do I replace it.",card_about_to_expire
Why did my card payment get declined?,declined_card_payment
"Could you refund my transaction, I paid it into the wrong account. I need to be able to pay it into the right account by tomorrow.",cancel_transfer
I have not received the completed transaction.,transfer_not_received_by_recipient
I just had my card get declined at the ATM! I need to get money out but I am unable to.  Why has this happened?,declined_cash_withdrawal
What different currencies can I get?,exchange_via_app
Is it possible to get a Visa and Mastercard from you?,visa_or_mastercard
I'm still waiting on my identity verification.,unable_to_verify_identity
I didn't make the direct debit payment on my account.,direct_debit_payment_not_recognised
I tried to deposit a cheque into my account and it is not letting me.,top_up_by_cash_or_cheque
Where can I find an ATM?,atm_support
"Hi, Please help me to request cash back. As i have been withdrawn money from ATM, but i got wrong amount. in Application its showing the amount i have been charged through.",wrong_amount_of_cash_received
"What is the reason when I tried to pay contactless at the bus, it didnt work?",contactless_not_working
I would like to get both a Visa and MasterCard?,visa_or_mastercard
Please explain your exchange rate policy.,exchange_rate
I already have an account. Why can't I use it unless my identity is verified?,why_verify_identity
How can I obtain a virtual card?,getting_virtual_card
"Hi, would you please activate my card?",activate_my_card
What should I do if I think there are unauthorized transactions?,compromised_card
I think there's a purchase at a store that I didn't go to.,card_payment_not_recognised
"After I deposited my cash, I still don't see it in my account.",balance_not_updated_after_cheque_or_cash_deposit
What can I expect at card expiration?,card_about_to_expire
Do you have a tracking number for the card I was sent?,card_arrival
"Something is wrong with the top up! I'm a regular customer and use your service all the time, usually this works but now it just shows up as pending",pending_top_up
Where do I scan my card?,card_linking
would a visa or mastercard be more suited to me?,visa_or_mastercard
my card was frozen due to putting in the wrong pin too much.  how many tries do i have,declined_cash_withdrawal
Can I get a card even though I live in the US,country_support
The cast deposit from a week ago still is not in my account. Why?,balance_not_updated_after_cheque_or_cash_deposit
My money hasn't been deposited yet. When will it be?,pending_top_up
Where is my pin? I don't have it yet,get_physical_card
What is the estimated time on an urgent transfer from China?,transfer_timing
I wish to top up using a cheque.,top_up_by_cash_or_cheque
I noticed a duplicate charge on my statement.,transaction_charged_twice
I was getting cash and the card got stuck inside,card_swallowed
what documents do i need to verify who i am,verify_my_identity
I just replaced my phone but how do I use my card information?,lost_or_stolen_phone
Can I use my American Express card with Apple Pay?,apple_pay_or_google_pay
Can I use my account even though the identity verification has not passed yet?,why_verify_identity
How much does it cost for a physical card?,order_physical_card
I would like to retract my purchase.,request_refund
the money i transferred didnt arrive,transfer_not_received_by_recipient
I tried paying with my disposable virtual card earlier but it was rejected. What can I do to fix this?,virtual_card_not_working
What are some of the restrictions that the disposable cards have?,disposable_card_limits
My card payment wasn't declined,declined_card_payment
I needed cash from the ATM but I couldn't get it.,declined_cash_withdrawal
I'm being asked for a verification code. Where do I find it?,verify_top_up
Did  my transfer fail?,failed_transfer
What countries are you located in?,country_support
Someone has taken my phone from my hotel room!,lost_or_stolen_phone
Where is the top-up verification code located?,verify_top_up
How many ATMs will take this card?,atm_support
I have zero dollars in my account. Can I submit additional funds via bank transfer?,transfer_into_account
What is going on? My balance still hasn't updated and it has been two weeks since I deposited my money!,balance_not_updated_after_cheque_or_cash_deposit
